"","route_pattern_id","route_id","direction_id","route_pattern_name","route_pattern_time_desc","route_pattern_typicality","route_pattern_sort_order","representative_trip_id"
"6825","59-2-0","59",0,"Watertown Square - Needham Junction","",1,50590000,"53164942"
"6826","59-_-0","59",0,"Watertown Square - Needham Junction via Eliot St","Weekdays only",2,50590004,"53165102"
"6827","59-2-1","59",1,"Needham Junction - Watertown Square","",1,50590100,"53164951"
"6828","59-_-1","59",1,"Needham Junction - Watertown Square via Eliot St","Weekdays only",2,50590104,"53164957"
"6829","60-_-0","60",0,"Kenmore Station - Chestnut Hill","",1,50600000,"53165022"
"6830","60-2-0","60",0,"Kenmore Station - Boylston St & Tully St via Chestnut Hill","Weekdays only",2,50600004,"53164830"
"6831","60-4-0","60",0,"Brookline Village - Boylston St & Tully St","Weekday early mornings only",3,50600007,"53164837"
"6832","60-3-0","60",0,"Brookline Village - Chestnut Hill","Early mornings only",3,50600009,"53181397"
"6833","60-_-1","60",1,"Chestnut Hill - Kenmore Station","",1,50600100,"53165027"
"6834","60-2-1","60",1,"Boylston St & Tully St - Kenmore Station","Weekdays only",1,50600104,"53164833"
"6835","60-3-1","60",1,"Chestnut Hill - Brookline Village","Late nights only",3,50600107,"53305584"
"6836","61-_-0","61",0,"Waltham Center - North Waltham","",1,50610000,"53145168"
"6837","61-_-1","61",1,"North Waltham - Waltham Center","",1,50610100,"53145167"
"6838","62-3-0","62",0,"Alewife Station - Bedford VA Hospital","Weekdays only",1,50620000,"53145707"
"6839","62-3-1","62",1,"Bedford VA Hospital - Alewife Station","Weekdays only",1,50620100,"53145708"
"6840","627-6-0","627",0,"Alewife Station - Bedford VA Hospital","Weekdays only",1,50621000,"53145733"
"6841","627-7-0","627",0,"Alewife Station - Bedford VA Hospital via Hanscom Airport","",2,50621003,"53145736"
"6842","627-7-1","627",1,"Bedford VA Hospital - Alewife Station via Hanscom Airport","",1,50621100,"53145734"
"6843","627-6-1","627",1,"Bedford VA Hospital - Alewife Station","Weekdays only",2,50621103,"53145741"
"6844","64-6-0","64",0,"Kendall/MIT Station - Oak Square","Weekdays only",1,50640000,"53144197"
"6845","64-_-0","64",0,"University Park - Oak Square","",3,50640003,"53216854"
"6846","64-3-0","64",0,"Central Square, Cambridge - Oak Square","Late nights only",3,50640005,"53215040"
"6847","64-6-1","64",1,"Oak Square - Kendall/MIT Station","Weekdays only",1,50640100,"53144195"
"6848","64-_-1","64",1,"Oak Square - University Park","",3,50640103,"53216853"
"6849","65-_-0","65",0,"Kenmore Station - Brighton Center","",1,50650000,"53164965"
"6850","65-_-1","65",1,"Brighton Center - Kenmore Station","",1,50650100,"53164934"
"6851","66-6-0","66",0,"Nubian Station - Harvard Square","",1,50660000,"53304643"
"6852","66-5-0","66",0,"Nubian Station - Brighton Center","School days only",3,50660004,"53305062"
"6853","66-B-0","66",0,"Nubian Station - Union Square, Boston","School days only",3,50660007,"53306866_2"
"6854","66-6-1","66",1,"Harvard Square - Nubian Station","",1,50660100,"53304634"
"6855","66-7-1","66",1,"Cambridge St & Warren St - Nubian Station","School days only",3,50660104,"53304778"
"6856","66-B-1","66",1,"Union Square, Boston - Nubian Station","School days only",3,50660106,"53306322_2"
"6857","67-4-0","67",0,"Alewife Station - Turkey Hill","Weekdays only",1,50670000,"53143712"
"6858","67-4-1","67",1,"Turkey Hill - Alewife Station","Weekdays only",1,50670100,"53143714"
"6859","68-_-0","68",0,"Kendall/MIT Station - Harvard Square","Weekdays only",1,50680000,"53144358"
"6860","68-_-1","68",1,"Harvard Square - Kendall/MIT Station","Weekdays only",1,50680100,"53144361"
"6861","69-_-0","69",0,"Lechmere Station - Harvard Square","",1,50690000,"53143996"
"6862","69-_-1","69",1,"Harvard Square - Lechmere Station","",1,50690100,"53143995"
"6863","69-1-1","69",1,"Cambridge St & Felton St - Lechmere Station","School days only",3,50690104,"53144223"
"6864","70-6-0","70",0,"University Park - Market Place Dr","",1,50700000,"53145133"
"6865","70-8-0","70",0,"University Park - Waltham Center","",2,50700004,"53145132"
"6866","70-5-0","70",0,"University Park - Cedarwood","Weekdays only",3,50700008,"53145142"
"6867","70-2-0","70",0,"Central Square, Cambridge - Watertown Square","Late nights only",3,50700011,"53145216"
"6868","70-6-1","70",1,"Market Place Dr - University Park","",1,50700100,"53145134"
"6869","70-8-1","70",1,"Waltham Center - University Park","",1,50700104,"53145131"
"6870","70-5-1","70",1,"Cedarwood - University Park","Weekdays only",3,50700108,"53145137"
"6871","70-3-1","70",1,"Waltham Center - Central Square, Cambridge","Late nights only",3,50700111,"53145215"
"6872","71-2-0","71",0,"Harvard Station, Upper Busway - Watertown Square","",1,50710000,"53145352"
"6873","71-3-0","71",0,"Harvard Square - Aberdeen Ave","AM peak hours only",3,50710004,"53144646"
"6874","71-5-1","71",1,"Watertown Square - Harvard Station (Omits Cambridge Common)","",1,50710100,"53145354"
"6875","71-1-1","71",1,"Watertown Square - Harvard Station (Omits Cambridge Common)","Weekdays only",2,50710104,"53145357"
"6876","71-3-1","71",1,"Aberdeen Ave - Harvard Square","Weekdays only",3,50710106,"53144658"
"6877","73-2-0","73",0,"Harvard Station, Upper Busway - Waverley Square","",1,50730000,"53145350"
"6878","73-5-1","73",1,"Waverley Square - Harvard Station (Omits Cambridge Common)","",1,50730100,"53145348"
"6879","73-1-1","73",1,"Waverley Square - Harvard Station (Omits Cambridge Common)","Weekdays only",2,50730104,"53145404"
"6880","74-1-0","74",0,"Harvard Station - Belmont Center","",1,50740000,"53144679"
"6881","74-1-1","74",1,"Belmont Center - Harvard Station","",1,50740100,"53144677"
"6882","75-1-0","75",0,"Harvard Station - Belmont Center","",1,50750000,"53144678"
"6883","75-2-0","75",0,"Harvard Station - Aberdeen Ave","Weekdays only",2,50750004,"53144656"
"6884","75-1-1","75",1,"Belmont Center - Harvard Station","",1,50750100,"53144680"
"6885","75-2-1","75",1,"Aberdeen Ave - Harvard Station","AM peak hours only",2,50750104,"53144645"
"6886","76-_-0","76",0,"Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal","Weekdays only",1,50760000,"53145724"
"6887","76-3-0","76",0,"Alewife Station - Lincoln Lab","Weekdays only",2,50760003,"53145711"
"6888","76-3-1","76",1,"Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal","Weekdays only",1,50760100,"53145710"
"6889","76-_-1","76",1,"Lincoln Lab - Alewife Station","Weekdays only",1,50760102,"53145723"
"6890","77-_-0","77",0,"Harvard Station - Arlington Heights","",1,50770000,"53144907"
"6891","77-_-1","77",1,"Arlington Heights - Harvard Station","",1,50770100,"53144909"
"6892","77-1-1","77",1,"Appleton St & Massachusetts Ave - Harvard Station","School days only",3,50770104,"53143679"
"6893","78-1-0","78",0,"Harvard Station - Arlmont Village","",1,50780000,"53144672"
"6894","78-1-1","78",1,"Arlmont Village - Harvard Station","",1,50780100,"53144673"
"6895","80-_-0","80",0,"Lechmere Station - Arlington Center","",1,50800000,"53144271"
"6896","80-_-1","80",1,"Arlington Center - Lechmere Station","",1,50800100,"53144270"
"6897","83-1-0","83",0,"Central Square, Cambridge - Rindge Ave","",1,50830000,"53144108"
"6898","83-2-0","83",0,"Broadway & Felton St - Rindge Ave","School days only",3,50830004,"53144921"
"6899","83-1-1","83",1,"Rindge Ave - Central Square, Cambridge","",1,50830100,"53144107"
"6900","85-_-0","85",0,"Kendall/MIT Station - Spring Hill","Weekdays only",1,50850000,"53143683"
"6901","85-_-1","85",1,"Spring Hill - Kendall/MIT Station","Weekdays only",1,50850100,"53143678"
"6902","86-_-0","86",0,"Reservoir Station - Sullivan Square Station","",1,50860000,"53144499"
"6903","86-_-1","86",1,"Sullivan Square Station - Reservoir Station","",1,50860100,"53144498"
"6904","87-2-0","87",0,"Lechmere Station - Arlington Center","",1,50870000,"53143770"
"6905","87-_-0","87",0,"Lechmere Station - Clarendon Hill","",2,50870004,"53143818"
"6906","87-2-1","87",1,"Arlington Center - Lechmere Station","",1,50870100,"53143769"
"6907","87-_-1","87",1,"Clarendon Hill - Lechmere Station","",2,50870104,"53143819"
"6908","88-_-0","88",0,"Lechmere Station - Clarendon Hill","",1,50880000,"53143767"
"6909","88-1-0","88",0,"Highland Ave & School St - Clarendon Hill","School days only",3,50880004,"53144902"
"6910","88-_-1","88",1,"Clarendon Hill - Lechmere Station","",1,50880100,"53143768"
"6911","89-2-0","89",0,"Sullivan Square Station - Davis Station","",1,50890000,"53435096"
"6912","89-_-0","89",0,"Sullivan Square Station - Clarendon Hill","Weekdays only",2,50890004,"53435102"
"6913","89-2-1","89",1,"Davis Station - Sullivan Square Station","",1,50890100,"53435095"
"6914","89-_-1","89",1,"Clarendon Hill - Sullivan Square Station","Weekdays only",2,50890104,"53435103"
"6915","8993-_-0","8993",0,"Haymarket Station - Clarendon Hill","Sunday early mornings only",1,50891000,"53488779"
"6916","8993-_-1","8993",1,"Clarendon Hill - Haymarket Station","Early mornings only",1,50891100,"53435817"
"6917","90-_-0","90",0,"Assembly Row - Davis Station","",1,50900000,"53435116"
"6918","90-_-1","90",1,"Davis Station - Assembly Row","",1,50900100,"53435117"
"6919","91-_-0","91",0,"Sullivan Square Station - Central Square, Cambridge","",1,50910000,"53436993"
"6920","91-_-1","91",1,"Central Square, Cambridge - Sullivan Square Station","",1,50910100,"53436992"
"6921","92-3-0","92",0,"Downtown - Sullivan Square Station (Detour)","",1,50920000,"53435140"
"6922","92-_-0","92",0,"Haymarket Station - Sullivan Square Station","",3,50920004,"53435973"
"6923","92-4-1","92",1,"Sullivan Square - Devonshire St @ Milk St","",1,50920100,"53435134"
"6924","92-_-1","92",1,"Sullivan Square Station - Haymarket Station","",3,50920103,"53435977"
"6925","93-1-0","93",0,"Downtown - Sullivan Square Station","",1,50930000,"53435135"
"6926","93-2-0","93",0,"Downtown - Sullivan Square Station via Navy Yard","Weekdays only",2,50930004,"53435992"
"6927","93-_-0","93",0,"Haymarket Station - Sullivan Square Station","",3,50930007,"53436073"
"6928","93-5-1","93",1,"Sullivan Square Station - Downtown (Detour)","",1,50930100,"53435136"
"6929","93-6-1","93",1,"Sullivan Square Station - Downtown via Navy Yard (Detour)","Weekdays only",2,50930103,"53435148"
"6930","93-_-1","93",1,"Sullivan Square Station - Haymarket Station","",3,50930105,"53436072"
"6931","93-4-1","93",1,"Bunker Hill St at Concord St - Haymarket Station","School days only",3,50930108,"53436987"
"6932","94-1-0","94",0,"Davis Station - Medford Square","",1,50940000,"53435242"
"6933","94-2-0","94",0,"Davis Station - Medford Square via Medford HS","AM peak hours only",3,50940004,"53435244"
"6934","94-1-1","94",1,"Medford Square - Davis Station","",1,50940100,"53435407"
"6935","95-3-0","95",0,"Sullivan Square Station - Arlington Center","",1,50950000,"53435580"
"6936","95-_-0","95",0,"Sullivan Square Station - West Medford","",1,50950004,"53435577"
"6937","95-5-0","95",0,"Fellsway Garage - West Medford via Winthrop St","School days only",3,50950008,"53435277"
"6938","95-2-0","95",0,"Fellsway Garage - West Medford","Weekday early mornings only",3,50950010,"53435276"
"6939","95-3-1","95",1,"Arlington Center - Sullivan Square Station","",1,50950100,"53435195"
"6940","95-_-1","95",1,"West Medford - Sullivan Square Station","",1,50950104,"53435194"
"6941","95-5-1","95",1,"West Medford - Fellsway Garage via Winthrop St","School days only",3,50950108,"53435664"
"6942","96-_-0","96",0,"Harvard Station - Medford Square","",1,50960000,"53435153"
"6943","96-_-1","96",1,"Medford Square - Harvard Station","",1,50960100,"53435408"
"6944","97-5-0","97",0,"Wellington Station - Malden Center Station","",1,50970000,"53435611"
"6945","97-5-1","97",1,"Malden Center Station - Wellington Station","",1,50970100,"53435326"
"6946","99-7-0","99",0,"Wellington Station - Woodland Rd","",1,50990000,"53435613"
"6947","99-8-0","99",0,"Wellington Station - Woodland Rd via Gateway Center","",3,50990004,"53481535"
"6948","99-7-1","99",1,"Woodland Rd - Wellington Station","",1,50990100,"53435601"
"6949","99-8-1","99",1,"Woodland Rd - Wellington Station via Gateway Center","",3,50990104,"53481536"
"6950","100-3-0","100",0,"Wellington Station - Elm St","",1,51000000,"53435610"
"6951","100-1-0","100",0,"Wellington Station - Roosevelt Circle","Evenings only",3,51000004,"53488795"
"6952","100-3-1","100",1,"Elm St - Wellington Station","",1,51000100,"53435265"
"6953","100-1-1","100",1,"Roosevelt Circle - Wellington Station","Evenings only",3,51000104,"53488799"
"6954","101-3-0","101",0,"Sullivan Square Station - Malden Center Station","",1,51010000,"53435154"
"6955","101-2-0","101",0,"Main St & Henry St - Winthrop St & Brooks St","School days only",3,51010004,"53436989"
"6956","101-3-1","101",1,"Malden Center Station - Sullivan Square Station","",1,51010100,"53435156"
"6957","101-8-1","101",1,"Winthrop St & Brooks St - Sullivan Square Station","School days only",3,51010104,"53435191"
"6958","104-_-0","104",0,"Sullivan Square Station - Malden Center Station","",1,51040000,"53436200"
"6959","104-_-1","104",1,"Malden Center Station - Sullivan Square Station","",1,51040100,"53436201"
"6960","105-1-0","105",0,"Sullivan Square Station - Malden Center Station","",1,51050000,"53435579"
"6961","105-1-1","105",1,"Malden Center Station - Sullivan Square Station","",1,51050100,"53435324"
"6962","106-_-0","106",0,"Wellington Station - Lebanon Loop","",1,51060000,"53435614"
"6963","106-4-0","106",0,"Malden Center Station - Lebanon Loop","Evenings only",3,51060004,"53436327"
"6964","106-3-1","106",1,"Lebanon Loop - Wellington Station via Sylvan St","",1,51060100,"53435288"
"6965","106-_-1","106",1,"Lebanon Loop - Wellington Station","Weekday evenings only",3,51060104,"53435303"
"6966","106-4-1","106",1,"Lebanon Loop - Malden Center Station","Evenings only",3,51060106,"53488793"
"6967","108-6-0","108",0,"Wellington Station - Linden Square","",1,51080000,"53435608"
"6968","108-7-0","108",0,"Malden Center Station - Linden Square","School days only",3,51080004,"53437286"
"6969","108-2-0","108",0,"Salem St & Sprague St - Linden Square","School days only",3,51080006,"53435546"
"6970","108-6-1","108",1,"Linden Square - Wellington Station","",1,51080100,"53435307"
"6971","108-7-1","108",1,"Linden Square - Malden Center Station","Weekdays only",3,51080104,"53435308"
"6972","109-_-0","109",0,"Sullivan Square Station - Linden Square","",1,51090000,"53436350"
"6973","109-_-1","109",1,"Linden Square - Sullivan Square Station","",1,51090100,"53436349"
"6974","110-_-0","110",0,"Wellington Station - Wonderland Station","",1,51100000,"53437059"
"6975","110-4-0","110",0,"Wellington Station - Broadway & Park Ave","",2,51100004,"53437066"
"6976","110-2-0","110",0,"Wellington Station - Woodlawn","",3,51100008,"53437064"
"6977","110-_-1","110",1,"Wonderland Station - Wellington Station","",1,51100100,"53437060"
"6978","110-4-1","110",1,"Broadway & Park Ave - Wellington Station","",2,51100104,"53437058"
"6979","111-5-0","111",0,"Haymarket Station - Woodlawn","",1,51110000,"53436487"
"6980","111-5-1","111",1,"Woodlawn - Haymarket Station","",1,51110100,"53436489"
"6981","112-_-0","112",0,"Wood Island Station - Wellington Station via Mystic Mall","",1,51120000,"53437165"
"6982","112-_-1","112",1,"Wellington Station - Wood Island Station via Mystic Mall","",1,51120100,"53437183"
"6983","114-1-0","114",0,"Maverick Station - Mystic Mall","Weekdays only",1,51140000,"53402938"
"6984","114-1-1","114",1,"Mystic Mall - Maverick Station","Weekdays only",1,51140100,"53402939"
"6985","116-4-0","116",0,"Maverick Station - Wonderland Station","",1,51160000,"53403353"
"6986","116-9-0","116",0,"Broadway & Central Ave - Wonderland Station","Sunday early mornings only",3,51160004,"53410130"
"6987","116-4-1","116",1,"Wonderland Station - Maverick Station","",1,51160100,"53403352"
"6988","117-5-0","117",0,"Maverick Station - Wonderland Station","",1,51170000,"53403360"
"6989","117-1-0","117",0,"Haymarket Station - Logan Airport, Terminal C","Early mornings only",3,51170004,"53403597"
"6990","117-3-0","117",0,"Haymarket Station - Lynn Bus Garage via Maverick Station","Late nights only",3,51170007,"53403592"
"6991","117-2-0","117",0,"Haymarket Station - Maverick Station","Sunday early mornings only",3,51170010,"53410065"
"6992","117-5-1","117",1,"Wonderland Station - Maverick Station","",1,51170100,"53403370"
"6993","117-3-1","117",1,"Lynn Bus Garage - Haymarket Station via Maverick Station","Early mornings only",3,51170104,"53403371"
"6994","117-8-1","117",1,"Broadway & Central Ave - Haymarket Station","Early mornings only",3,51170107,"53403596"
"6995","117-_-1","117",1,"Wonderland Station - Haymarket Station","Sunday early mornings only",3,51170110,"53410129"
"6996","119-1-0","119",0,"Beachmont Station - Northgate Shopping Center","Weekdays only",1,51190000,"53402957"
"6997","119-3-0","119",0,"Beachmont Station - Northgate Shopping Ctr via Tomasello Way","",1,51190003,"53402966"
"6998","119-1-1","119",1,"Northgate Shopping Center - Beachmont Station","Weekdays only",1,51190100,"53402956"
"6999","119-3-1","119",1,"Northgate Shopping Ctr - Beachmont Station via Tomasello Way","",1,51190103,"53402964"
"7000","120-2-0","120",0,"Maverick Station - Orient Heights Station via Wood Island","",1,51200000,"53403073"
"7001","120-6-0","120",0,"Orient Heights Station - Orient Heights Station","School days only",3,51200004,"53403331"
"7002","120-2-1","120",1,"Orient Heights Station - Maverick Station via Jeffries Point","",1,51200100,"53403075"
"7003","120-1-1","120",1,"Orient Heights Station - Maverick Station","School days only",3,51200104,"53403329"
"7004","121-2-0","121",0,"Maverick Station - Eagle Square","Weekdays only",1,51210000,"53402993"
"7005","121-_-0","121",0,"Maverick Station - Wood Island Station","Weekday mornings only",2,51210003,"53403009"
"7006","121-2-1","121",1,"Eagle Square - Maverick Station","Weekdays only",1,51210100,"53402994"
"7007","121-_-1","121",1,"Wood Island Station - Maverick Station","Weekday mornings only",2,51210102,"53403008"
"7008","131-1-0","131",0,"Malden Center - Melrose Highlands Station via East Side","Weekdays only",1,51310000,"53435327"
"7009","131-1-1","131",1,"Melrose Highlands - Malden Center Station via East Side","Weekdays only",1,51310100,"53435450"
"7010","132-_-0","132",0,"Malden Center Station - Redstone Shopping Center","",1,51320000,"53435319"
"7011","132-_-1","132",1,"Redstone Shopping Center - Malden Center Station","",1,51320100,"53435490"
"7012","134-3-0","134",0,"Wellington Station - North Woburn via Trade Center","Weekdays only",1,51340000,"53435609"
"7013","134-6-0","134",0,"Wellington Station - Winthrop St & Playstead Rd","",2,51340002,"53436968"
"7014","134-5-0","134",0,"Wellington Station - North Woburn","",2,51340005,"53435607"
"7015","134-2-0","134",0,"Wellington - North Woburn via Trade Ctr & Veterans Ctr","Weekday middays only",3,51340009,"53435627"
"7016","134-7-0","134",0,"Wellington Station - Medford Square","",3,51340011,"53489439"
"7017","134-4-0","134",0,"Middlesex Ave - Winthrop St & Brooks St","School days only",3,51340013,"53435404"
"7018","134-9-0","134",0,"Wellington Station - Woburn Square","Sundays only",3,51340015,"53489483"
"7019","134-3-1","134",1,"North Woburn - Wellington Station via Trade Center","Weekdays only",1,51340100,"53435458"
"7020","134-6-1","134",1,"Winthrop St & Playstead Rd - Wellington Station","",2,51340102,"53436967"
"7021","134-5-1","134",1,"North Woburn - Wellington Station","",2,51340105,"53435457"
"7022","134-4-1","134",1,"Winthrop St & Brooks St - Middlesex Ave","School days only",3,51340109,"53435666"
"7023","134-7-1","134",1,"Medford Square - Wellington Station","",3,51340111,"53489440"
"7024","134-2-1","134",1,"North Woburn - Wellington via Trade Ctr & Veterans Ctr","Weekday middays only",3,51340113,"53437327"
"7025","134-9-1","134",1,"Woburn Square - Wellington Station","Sundays only",3,51340115,"53489476"
"7026","137-7-0","137",0,"Malden Center - Lincoln St @ Reading Depot","",1,51370000,"53435318"
"7027","137-6-0","137",0,"Oak Grove Busway - Lincoln St @ Reading Depot","Weekdays only",1,51370004,"53435468"
"7028","137-4-0","137",0,"Malden Center - Main St @ Water St","",3,51370007,"53435373"
"7029","137-7-1","137",1,"Lincoln St @ Reading Depot - Malden Center","",1,51370100,"53435508"
"7030","137-6-1","137",1,"Lincoln St @ Reading Depot - Oak Grove Busway","Weekdays only",1,51370104,"53435509"
"7031","137-4-1","137",1,"Main St @ Water St - Malden Center","",3,51370107,"53435606"
"7032","171-_-0","171",0,"Nubian Station - Logan Airport Terminals","Early mornings only",1,51710000,"53304631"
"7033","201-9-0","201",0,"Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave","",1,52010000,"53411238"
"7034","201-_-0","201",0,"Fields Corner - Adams St & Gallivan Blvd via Neponset Ave","",2,52010003,"53411240"
"7035","201-8-0","201",0,"Fields Corner Station - Keystone Apts via Neponset Ave","Weekdays only",2,52010007,"53411253"
"7036","201-8-1","201",1,"Keystone Apts - Fields Corner Station via Adams St","",1,52010100,"53411241"
"7037","201-_-1","201",1,"Adams St & Gallivan Blvd - Fields Corner via Adams St","",2,52010103,"53411242"
"7038","201-1-1","201",1,"Adams St & Gallivan Blvd - Fields Corner via Adams St","School days only",3,52010107,"53304696_1"
"7039","202-5-0","202",0,"Fields Corner Station - Keystone Apts via Adams St","Weekdays only",1,52020000,"53411249"
"7040","202-A-0","202",0,"Fields Corner - Adams St & Gallivan Blvd via Adams St","School days only",2,52020003,"53164978_2"
"7041","202-6-1","202",1,"Keystone Apts - Fields Corner Station via Neponset Ave","Weekdays only",1,52020100,"53411239"
"7042","210-3-0","210",0,"Fields Corner Station - Quincy Center Station","Weekdays only",1,52100000,"53410682"
"7043","210-_-0","210",0,"North Quincy Station - Quincy Center Station","",2,52100003,"53410581"
"7044","210-1-0","210",0,"Fields Corner Station - Braintree Station","Late nights only",3,52100007,"53410681"
"7045","210-3-1","210",1,"Quincy Center Station - Fields Corner Station","Weekdays only",1,52100100,"53410688"
"7046","210-_-1","210",1,"Quincy Center Station - North Quincy Station","",3,52100103,"53410536"
"7047","211-_-0","211",0,"Squantum - Quincy Center Station","",1,52110000,"53410723"
"7048","211-_-1","211",1,"Quincy Center Station - Squantum","",1,52110100,"53410709"
"7049","211-1-1","211",1,"Hollis Ave & Newbury Ave - Squantum","School days only",3,52110104,"53410555"
"7050","211-3-1","211",1,"E Squantum St & Newbury Ave - Squantum","School days only",3,52110106,"53410558"
"7051","211-9-1","211",1,"Hancock St & St Anns Rd - Squantum","School days only",3,52110108,"53410557"
"7052","215-1-0","215",0,"Ashmont Station - Quincy Center Station","",1,52150000,"53410807"
"7053","215-3-0","215",0,"Fields Corner Station - Quincy Center Station","Sundays only",3,52150004,"53417006"
"7054","215-2-0","215",0,"Adams St & Robertson St - Quincy Center Station","School days only",3,52150006,"53410554"
"7055","215-_-0","215",0,"North Quincy Station - Quincy Center Station","Early mornings only",3,52150008,"53410813"
"7056","215-1-1","215",1,"Quincy Center Station - Ashmont Station","",1,52150100,"53410804"
"7057","215-3-1","215",1,"Quincy Center Station - Fields Corner Station","Sundays only",3,52150104,"53417034"
"7058","215-7-1","215",1,"Quincy Center Station - East Milton Square","School days only",3,52150106,"53410505"
"7059","215-_-1","215",1,"Quincy Center Station - North Quincy Station","Early mornings only",3,52150108,"53410854"
"7060","216-2-0","216",0,"Quincy Center Station - Houghs Neck via Germantown","",1,52160000,"53410864"
"7061","216-4-0","216",0,"Quincy Center - Houghs Neck via McGrath Hwy & Germantown","",2,52160004,"53410941"
"7062","216-5-0","216",0,"Coddington St & Newcomb St - Houghs Neck via Germantown","School days only",3,52160007,"53411222"
"7063","216-1-0","216",0,"Calvin Rd & Moffat Rd - Houghs Neck","School days only",3,52160009,"53410892"
"7064","216-6-0","216",0,"Calvin Rd & Moffat Rd - Germantown","School days only",3,52160011,"53410876"
"7065","216-_-1","216",1,"Houghs Neck - Quincy Center Station","",1,52160100,"53410867"
"7066","216-4-1","216",1,"Houghs Neck - Quincy Center Station via McGrath Hwy","",2,52160104,"53410866"
"7067","217-8-0","217",0,"Ashmont Station - Quincy Center Station via North Quincy","Weekdays only",1,52170000,"53410544"
"7068","217-1-0","217",0,"Ashmont - Quincy Center via North Quincy & Hollis Ave","AM peak hours only",2,52170002,"53410553"
"7069","217-8-1","217",1,"Quincy Center Station - Ashmont Station via North Quincy","Weekdays only",1,52170100,"53410543"
"7070","217-2-1","217",1,"Hollis Ave & Newbury Ave - Bryant Ave & Upton St","School days only",2,52170103,"53410585"
"7071","220-3-0","220",0,"Quincy Center Station - Hingham Depot","",1,52200000,"53411269"
"7072","220-4-0","220",0,"Quincy Center Station - Hingham Depot via Hingham Center","Weekdays only",2,52200004,"53411304"
"7073","220-3-1","220",1,"Hingham Depot - Quincy Center Station","",1,52200100,"53411350"
"7074","222-9-0","222",0,"Quincy Center Station - Pleasant St & Washington St","",1,52220000,"53410503"
"7075","222-_-0","222",0,"Quincy Center Station - East Weymouth","",1,52220004,"53410495"
"7076","222-_-1","222",1,"East Weymouth - Quincy Center Station","",1,52220100,"53410496"
"7077","222-9-1","222",1,"Pleasant St & Washington St - Quincy Center Station","",1,52220104,"53410504"
"7078","225-1-0","225",0,"Quincy Center Station - Weymouth Landing via South St","",1,52250000,"53410586"
"7079","225-_-0","225",0,"Quincy Center Station - Weymouth Landing via Quincy Ave","",1,52250004,"53410591"
"7080","225-1-1","225",1,"Weymouth Landing - Quincy Center Station via South St","",1,52250100,"53410589"
"7081","225-_-1","225",1,"Weymouth Landing - Quincy Center Station via Quincy Ave","",1,52250104,"53410588"
"7082","226-_-0","226",0,"Braintree Station - Columbian Square","",1,52260000,"53410605"
"7083","226-_-1","226",1,"Columbian Square - Braintree Station","",1,52260100,"53410587"
"7084","230-3-0","230",0,"Quincy Center Station - Montello Station","",1,52300000,"53410748"
"7085","230-4-0","230",0,"Braintree Station - Montello Station","Weekday early mornings only",3,52300004,"53410799"
"7086","230-3-1","230",1,"Montello Station - Quincy Center Station","",1,52300100,"53410749"
"7087","230-4-1","230",1,"Montello Station - Braintree Station","Weekday early mornings only",3,52300104,"53410756"
"7088","236-2-0","236",0,"Quincy Center Station - South Shore Plaza","",1,52360000,"53410499"
"7089","236-3-0","236",0,"Quincy Center Station - Braintree Station","Mornings only",3,52360004,"53410537"
"7090","236-2-1","236",1,"South Shore Plaza - Quincy Center Station","",1,52360100,"53410500"
"7091","236-3-1","236",1,"Braintree Station - Quincy Center Station","Mornings only",2,52360104,"53410538"
"7092","238-9-0","238",0,"Quincy Center Station - Holbrook/Randolph Station","Weekdays only",1,52380000,"53410952"
"7093","238-7-0","238",0,"Quincy Center Station - Crawford Square","",2,52380003,"53410955"
"7094","238-3-0","238",0,"Quincy Center Station - Avon Square","",3,52380006,"53410999"
"7095","238-5-0","238",0,"Quincy Center - Crawford Square (Omits South Shore Plaza)","Sunday early mornings only",3,52380009,"53417325"
"7096","238-9-1","238",1,"Holbrook/Randolph Station - Quincy Center Station","Weekdays only",1,52380100,"53410948"
"7097","238-7-1","238",1,"Crawford Square - Quincy Center Station","",2,52380103,"53410950"
"7098","238-3-1","238",1,"Avon Square - Quincy Center Station","Sundays only",3,52380106,"53417302"
"7099","240-1-0","240",0,"Ashmont Station - Avon Square","",1,52400000,"53410957"
"7100","240-9-0","240",0,"Ashmont Station - Holbrook/Randolph Station","Weekdays only",1,52400004,"53410960"
"7101","240-_-0","240",0,"Ashmont Station - Crawford Square","",3,52400007,"53411004"
"7102","240-1-1","240",1,"Avon Square - Ashmont Station","",1,52400100,"53410947"
"7103","240-9-1","240",1,"Holbrook/Randolph Station - Ashmont Station","Weekdays only",2,52400104,"53410951"
"7104","240-_-1","240",1,"Memorial Pkwy - Ashmont Station","",2,52400106,"53411008"
"7105","240-3-1","240",1,"Holbrook/Randolph Station - North Randolph","Weekday evenings only",3,52400110,"53410992"
"7106","240-2-1","240",1,"Crawford Square - North Randolph","",3,52400112,"53410996"
"7107","245-_-0","245",0,"Mattapan Station - Quincy Center Station via Edge Hill Rd","Weekdays only",1,52450000,"53410540"
"7108","245-8-0","245",0,"Mattapan - Quincy Center via Alleyne St & Edge Hill Rd","AM peak hours only",2,52450003,"53410533"
